"","X","text","favoriteCount","created","id","retweetCount","subject","url","source","categories"
"3510",3510,"Bill Pascrell Wikipedia article edited anonymously from US House of Representatives https://t.co/3THW2Dmp88",1,"2017-01-17 16:04:27",821387719045685248,1,"Bill Pascrell","https://t.co/3THW2Dmp88","US House of Representatives","21st-century American politicians"
"3511",3511,"Bill Pascrell Wikipedia article edited anonymously from US House of Representatives https://t.co/3THW2Dmp88",1,"2017-01-17 16:04:27",821387719045685248,1,"Bill Pascrell","https://t.co/3THW2Dmp88","US House of Representatives","American people of Italian descent"
"3512",3512,"Bill Pascrell Wikipedia article edited anonymously from US House of Representatives https://t.co/3THW2Dmp88",1,"2017-01-17 16:04:27",821387719045685248,1,"Bill Pascrell","https://t.co/3THW2Dmp88","US House of Representatives","Democratic Party members of the United States House of Representatives"
"3513",3513,"Bill Pascrell Wikipedia article edited anonymously from US House of Representatives https://t.co/3THW2Dmp88",1,"2017-01-17 16:04:27",821387719045685248,1,"Bill Pascrell","https://t.co/3THW2Dmp88","US House of Representatives","Fordham University alumni"
"3514",3514,"Bill Pascrell Wikipedia article edited anonymously from US House of Representatives https://t.co/3THW2Dmp88",1,"2017-01-17 16:04:27",821387719045685248,1,"Bill Pascrell","https://t.co/3THW2Dmp88","US House of Representatives","Living people"
"3515",3515,"Bill Pascrell Wikipedia article edited anonymously from US House of Representatives https://t.co/3THW2Dmp88",1,"2017-01-17 16:04:27",821387719045685248,1,"Bill Pascrell","https://t.co/3THW2Dmp88","US House of Representatives","Mayors of Paterson, New Jersey"
"3516",3516,"Bill Pascrell Wikipedia article edited anonymously from US House of Representatives https://t.co/3THW2Dmp88",1,"2017-01-17 16:04:27",821387719045685248,1,"Bill Pascrell","https://t.co/3THW2Dmp88","US House of Representatives","Members of the New Jersey General Assembly"
"3517",3517,"Bill Pascrell Wikipedia article edited anonymously from US House of Representatives https://t.co/3THW2Dmp88",1,"2017-01-17 16:04:27",821387719045685248,1,"Bill Pascrell","https://t.co/3THW2Dmp88","US House of Representatives","Members of the United States House of Representatives from New Jersey"
"3518",3518,"Bill Pascrell Wikipedia article edited anonymously from US House of Representatives https://t.co/3THW2Dmp88",1,"2017-01-17 16:04:27",821387719045685248,1,"Bill Pascrell","https://t.co/3THW2Dmp88","US House of Representatives","New Jersey Democrats"
"3519",3519,"Liberty Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/78FijoR1pB",2,"2017-01-12 22:43:18",819676152273010688,4,"Liberty Caucus","https://t.co/78FijoR1pB","US House of Representatives","2011 in American politics"
"3520",3520,"Liberty Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/78FijoR1pB",2,"2017-01-12 22:43:18",819676152273010688,4,"Liberty Caucus","https://t.co/78FijoR1pB","US House of Representatives","Caucuses of the United States Congress"
"3521",3521,"Liberty Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/78FijoR1pB",2,"2017-01-12 22:43:18",819676152273010688,4,"Liberty Caucus","https://t.co/78FijoR1pB","US House of Representatives","Ideological caucuses of the United States Congress"
"3522",3522,"Liberty Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/78FijoR1pB",2,"2017-01-12 22:43:18",819676152273010688,4,"Liberty Caucus","https://t.co/78FijoR1pB","US House of Representatives","Libertarian organizations based in the United States"
"3523",3523,"Liberty Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/78FijoR1pB",2,"2017-01-12 22:43:18",819676152273010688,4,"Liberty Caucus","https://t.co/78FijoR1pB","US House of Representatives","Political organizations in the United States"
"3524",3524,"Liberty Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/78FijoR1pB",2,"2017-01-12 22:43:18",819676152273010688,4,"Liberty Caucus","https://t.co/78FijoR1pB","US House of Representatives","Political party factions in the United States"
"3525",3525,"Liberty Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/78FijoR1pB",2,"2017-01-12 22:43:18",819676152273010688,4,"Liberty Caucus","https://t.co/78FijoR1pB","US House of Representatives","Republican Party (United States)"
"3526",3526,"Liberty Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/78FijoR1pB",2,"2017-01-12 22:43:18",819676152273010688,4,"Liberty Caucus","https://t.co/78FijoR1pB","US House of Representatives","Republican Party (United States) organizations"
"3527",3527,"Liberty Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/78FijoR1pB",2,"2017-01-12 22:43:18",819676152273010688,4,"Liberty Caucus","https://t.co/78FijoR1pB","US House of Representatives","Tea Party movement"
"3528",3528,"Ed Perlmutter Wikipedia article edited anonymously from US House of Representatives https://t.co/y7Nqo50rzM",1,"2017-01-12 20:54:37",819648803053703168,4,"Ed Perlmutter","https://t.co/y7Nqo50rzM","US House of Representatives","1953 births"
"3529",3529,"Ed Perlmutter Wikipedia article edited anonymously from US House of Representatives https://t.co/y7Nqo50rzM",1,"2017-01-12 20:54:37",819648803053703168,4,"Ed Perlmutter","https://t.co/y7Nqo50rzM","US House of Representatives","21st-century American politicians"
"3530",3530,"Ed Perlmutter Wikipedia article edited anonymously from US House of Representatives https://t.co/y7Nqo50rzM",1,"2017-01-12 20:54:37",819648803053703168,4,"Ed Perlmutter","https://t.co/y7Nqo50rzM","US House of Representatives","American Methodists"
"3531",3531,"Ed Perlmutter Wikipedia article edited anonymously from US House of Representatives https://t.co/y7Nqo50rzM",1,"2017-01-12 20:54:37",819648803053703168,4,"Ed Perlmutter","https://t.co/y7Nqo50rzM","US House of Representatives","American people of English descent"
"3532",3532,"Ed Perlmutter Wikipedia article edited anonymously from US House of Representatives https://t.co/y7Nqo50rzM",1,"2017-01-12 20:54:37",819648803053703168,4,"Ed Perlmutter","https://t.co/y7Nqo50rzM","US House of Representatives","American people of Irish descent"
"3533",3533,"Ed Perlmutter Wikipedia article edited anonymously from US House of Representatives https://t.co/y7Nqo50rzM",1,"2017-01-12 20:54:37",819648803053703168,4,"Ed Perlmutter","https://t.co/y7Nqo50rzM","US House of Representatives","American people of Polish-Jewish descent"
"3534",3534,"Ed Perlmutter Wikipedia article edited anonymously from US House of Representatives https://t.co/y7Nqo50rzM",1,"2017-01-12 20:54:37",819648803053703168,4,"Ed Perlmutter","https://t.co/y7Nqo50rzM","US House of Representatives","Colorado Democrats"
"3535",3535,"Ed Perlmutter Wikipedia article edited anonymously from US House of Representatives https://t.co/y7Nqo50rzM",1,"2017-01-12 20:54:37",819648803053703168,4,"Ed Perlmutter","https://t.co/y7Nqo50rzM","US House of Representatives","Colorado State Senators"
"3536",3536,"Ed Perlmutter Wikipedia article edited anonymously from US House of Representatives https://t.co/y7Nqo50rzM",1,"2017-01-12 20:54:37",819648803053703168,4,"Ed Perlmutter","https://t.co/y7Nqo50rzM","US House of Representatives","Colorado lawyers"
"3537",3537,"Ed Perlmutter Wikipedia article edited anonymously from US House of Representatives https://t.co/y7Nqo50rzM",1,"2017-01-12 20:54:37",819648803053703168,4,"Ed Perlmutter","https://t.co/y7Nqo50rzM","US House of Representatives","Democratic Party members of the United States House of Representatives"
"3538",3538,"Ed Perlmutter Wikipedia article edited anonymously from US House of Representatives https://t.co/y7Nqo50rzM",1,"2017-01-12 20:54:37",819648803053703168,4,"Ed Perlmutter","https://t.co/y7Nqo50rzM","US House of Representatives","Living people"
"3539",3539,"Ed Perlmutter Wikipedia article edited anonymously from US House of Representatives https://t.co/y7Nqo50rzM",1,"2017-01-12 20:54:37",819648803053703168,4,"Ed Perlmutter","https://t.co/y7Nqo50rzM","US House of Representatives","Members of the United States House of Representatives from Colorado"
"3540",3540,"Ed Perlmutter Wikipedia article edited anonymously from US House of Representatives https://t.co/y7Nqo50rzM",1,"2017-01-12 20:54:37",819648803053703168,4,"Ed Perlmutter","https://t.co/y7Nqo50rzM","US House of Representatives","University of Colorado Boulder alumni"
"3541",3541,"Frank Pallone Wikipedia article edited anonymously from US House of Representatives https://t.co/uOArTsH2qR",2,"2017-01-11 22:33:50",819311385108746240,3,"Frank Pallone","https://t.co/uOArTsH2qR","US House of Representatives","1951 births"
"3542",3542,"Frank Pallone Wikipedia article edited anonymously from US House of Representatives https://t.co/uOArTsH2qR",2,"2017-01-11 22:33:50",819311385108746240,3,"Frank Pallone","https://t.co/uOArTsH2qR","US House of Representatives","21st-century American politicians"
"3543",3543,"Frank Pallone Wikipedia article edited anonymously from US House of Representatives https://t.co/uOArTsH2qR",2,"2017-01-11 22:33:50",819311385108746240,3,"Frank Pallone","https://t.co/uOArTsH2qR","US House of Representatives","American people of Italian descent"
"3544",3544,"Frank Pallone Wikipedia article edited anonymously from US House of Representatives https://t.co/uOArTsH2qR",2,"2017-01-11 22:33:50",819311385108746240,3,"Frank Pallone","https://t.co/uOArTsH2qR","US House of Representatives","Democratic Party members of the United States House of Representatives"
"3545",3545,"Frank Pallone Wikipedia article edited anonymously from US House of Representatives https://t.co/uOArTsH2qR",2,"2017-01-11 22:33:50",819311385108746240,3,"Frank Pallone","https://t.co/uOArTsH2qR","US House of Representatives","Living people"
"3546",3546,"Frank Pallone Wikipedia article edited anonymously from US House of Representatives https://t.co/uOArTsH2qR",2,"2017-01-11 22:33:50",819311385108746240,3,"Frank Pallone","https://t.co/uOArTsH2qR","US House of Representatives","Members of the United States House of Representatives from New Jersey"
"3547",3547,"Frank Pallone Wikipedia article edited anonymously from US House of Representatives https://t.co/uOArTsH2qR",2,"2017-01-11 22:33:50",819311385108746240,3,"Frank Pallone","https://t.co/uOArTsH2qR","US House of Representatives","Middlebury College alumni"
"3548",3548,"Frank Pallone Wikipedia article edited anonymously from US House of Representatives https://t.co/uOArTsH2qR",2,"2017-01-11 22:33:50",819311385108746240,3,"Frank Pallone","https://t.co/uOArTsH2qR","US House of Representatives","New Jersey Democrats"
"3549",3549,"Frank Pallone Wikipedia article edited anonymously from US House of Representatives https://t.co/uOArTsH2qR",2,"2017-01-11 22:33:50",819311385108746240,3,"Frank Pallone","https://t.co/uOArTsH2qR","US House of Representatives","New Jersey State Senators"
"3550",3550,"Frank Pallone Wikipedia article edited anonymously from US House of Representatives https://t.co/uOArTsH2qR",2,"2017-01-11 22:33:50",819311385108746240,3,"Frank Pallone","https://t.co/uOArTsH2qR","US House of Representatives","New Jersey lawyers"
"3551",3551,"Frank Pallone Wikipedia article edited anonymously from US House of Representatives https://t.co/uOArTsH2qR",2,"2017-01-11 22:33:50",819311385108746240,3,"Frank Pallone","https://t.co/uOArTsH2qR","US House of Representatives","Politicians from Long Branch, New Jersey"
"3552",3552,"Frank Pallone Wikipedia article edited anonymously from US House of Representatives https://t.co/uOArTsH2qR",2,"2017-01-11 22:33:50",819311385108746240,3,"Frank Pallone","https://t.co/uOArTsH2qR","US House of Representatives","Recipients of the Padma Bhushan in public affairs"
"3553",3553,"Frank Pallone Wikipedia article edited anonymously from US House of Representatives https://t.co/uOArTsH2qR",2,"2017-01-11 22:33:50",819311385108746240,3,"Frank Pallone","https://t.co/uOArTsH2qR","US House of Representatives","Rutgers School of Law–Camden alumni"
"3554",3554,"Frank Pallone Wikipedia article edited anonymously from US House of Representatives https://t.co/uOArTsH2qR",2,"2017-01-11 22:33:50",819311385108746240,3,"Frank Pallone","https://t.co/uOArTsH2qR","US House of Representatives","The Fletcher School of Law and Diplomacy alumni"
"3555",3555,"Sanctuary campus Wikipedia article edited anonymously from US House of Representatives https://t.co/9nnqBcr6mX",7,"2017-01-10 22:39:38",818950453035761664,14,"Sanctuary campus","https://t.co/9nnqBcr6mX","US House of Representatives","Illegal immigration to the United States"
"3556",3556,"Sanctuary campus Wikipedia article edited anonymously from US House of Representatives https://t.co/9nnqBcr6mX",7,"2017-01-10 22:39:38",818950453035761664,14,"Sanctuary campus","https://t.co/9nnqBcr6mX","US House of Representatives","Safe houses"
"3557",3557,"Sanctuary campus Wikipedia article edited anonymously from US House of Representatives https://t.co/jZm144Kh2L",9,"2017-01-10 22:38:51",818950255949516800,14,"Sanctuary campus","https://t.co/jZm144Kh2L","US House of Representatives","Illegal immigration to the United States"
"3558",3558,"Sanctuary campus Wikipedia article edited anonymously from US House of Representatives https://t.co/jZm144Kh2L",9,"2017-01-10 22:38:51",818950255949516800,14,"Sanctuary campus","https://t.co/jZm144Kh2L","US House of Representatives","Safe houses"
"3559",3559,"Pete Sessions Wikipedia article edited anonymously from US House of Representatives https://t.co/mfzp9f5PZf",8,"2017-01-10 20:02:17",818910855916089344,23,"Pete Sessions","https://t.co/mfzp9f5PZf","US House of Representatives","1955 births"
"3560",3560,"Pete Sessions Wikipedia article edited anonymously from US House of Representatives https://t.co/mfzp9f5PZf",8,"2017-01-10 20:02:17",818910855916089344,23,"Pete Sessions","https://t.co/mfzp9f5PZf","US House of Representatives","21st-century American politicians"
"3561",3561,"Pete Sessions Wikipedia article edited anonymously from US House of Representatives https://t.co/mfzp9f5PZf",8,"2017-01-10 20:02:17",818910855916089344,23,"Pete Sessions","https://t.co/mfzp9f5PZf","US House of Representatives","American Methodists"
"3562",3562,"Pete Sessions Wikipedia article edited anonymously from US House of Representatives https://t.co/mfzp9f5PZf",8,"2017-01-10 20:02:17",818910855916089344,23,"Pete Sessions","https://t.co/mfzp9f5PZf","US House of Representatives","Distinguished Eagle Scouts"
"3563",3563,"Pete Sessions Wikipedia article edited anonymously from US House of Representatives https://t.co/mfzp9f5PZf",8,"2017-01-10 20:02:17",818910855916089344,23,"Pete Sessions","https://t.co/mfzp9f5PZf","US House of Representatives","Living people"
"3564",3564,"Pete Sessions Wikipedia article edited anonymously from US House of Representatives https://t.co/mfzp9f5PZf",8,"2017-01-10 20:02:17",818910855916089344,23,"Pete Sessions","https://t.co/mfzp9f5PZf","US House of Representatives","Members of the United States House of Representatives from Texas"
"3565",3565,"Pete Sessions Wikipedia article edited anonymously from US House of Representatives https://t.co/mfzp9f5PZf",8,"2017-01-10 20:02:17",818910855916089344,23,"Pete Sessions","https://t.co/mfzp9f5PZf","US House of Representatives","People from Waco, Texas"
"3566",3566,"Pete Sessions Wikipedia article edited anonymously from US House of Representatives https://t.co/mfzp9f5PZf",8,"2017-01-10 20:02:17",818910855916089344,23,"Pete Sessions","https://t.co/mfzp9f5PZf","US House of Representatives","Republican Party members of the United States House of Representatives"
"3567",3567,"Pete Sessions Wikipedia article edited anonymously from US House of Representatives https://t.co/mfzp9f5PZf",8,"2017-01-10 20:02:17",818910855916089344,23,"Pete Sessions","https://t.co/mfzp9f5PZf","US House of Representatives","Southwestern University alumni"
"3568",3568,"Pete Sessions Wikipedia article edited anonymously from US House of Representatives https://t.co/mfzp9f5PZf",8,"2017-01-10 20:02:17",818910855916089344,23,"Pete Sessions","https://t.co/mfzp9f5PZf","US House of Representatives","Tea Party movement activists"
"3569",3569,"Pete Sessions Wikipedia article edited anonymously from US House of Representatives https://t.co/mfzp9f5PZf",8,"2017-01-10 20:02:17",818910855916089344,23,"Pete Sessions","https://t.co/mfzp9f5PZf","US House of Representatives","Texas Republicans"
"3570",3570,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","1964 births"
"3571",3571,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","21st-century American politicians"
"3572",3572,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","21st-century women politicians"
"3573",3573,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","African-American members of the United States House of Representatives"
"3574",3574,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","African-American people in New York (state) politics"
"3575",3575,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","African-American women in politics"
"3576",3576,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","American United Methodists"
"3577",3577,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","American people of Jamaican descent"
"3578",3578,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","American politicians of Caribbean descent"
"3579",3579,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","Democratic Party members of the United States House of Representatives"
"3580",3580,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","Female members of the United States House of Representatives"
"3581",3581,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","Living people"
"3582",3582,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","Medgar Evers College alumni"
"3583",3583,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","Members of the United States House of Representatives from New York (state)"
"3584",3584,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","New York (state) Democrats"
"3585",3585,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","New York City Council members"
"3586",3586,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","People from Brooklyn"
"3587",3587,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","Women city councillors in the United States"
"3588",3588,"Yvette Clarke Wikipedia article edited anonymously from US House of Representatives https://t.co/ZIC8qzXF0G",2,"2017-01-09 20:40:34",818558102928769024,3,"Yvette Clarke","https://t.co/ZIC8qzXF0G","US House of Representatives","Women in New York (state) politics"
"3589",3589,"Rolando Pablos Wikipedia article edited anonymously from US House of Representatives https://t.co/Kf50DiCWpR",1,"2017-01-09 16:47:44",818499507830792192,0,"Rolando Pablos","https://t.co/Kf50DiCWpR","US House of Representatives","1967 births"
"3590",3590,"Rolando Pablos Wikipedia article edited anonymously from US House of Representatives https://t.co/Kf50DiCWpR",1,"2017-01-09 16:47:44",818499507830792192,0,"Rolando Pablos","https://t.co/Kf50DiCWpR","US House of Representatives","21st-century American politicians"
"3591",3591,"Rolando Pablos Wikipedia article edited anonymously from US House of Representatives https://t.co/Kf50DiCWpR",1,"2017-01-09 16:47:44",818499507830792192,0,"Rolando Pablos","https://t.co/Kf50DiCWpR","US House of Representatives","American politicians of Mexican descent"
"3592",3592,"Rolando Pablos Wikipedia article edited anonymously from US House of Representatives https://t.co/Kf50DiCWpR",1,"2017-01-09 16:47:44",818499507830792192,0,"Rolando Pablos","https://t.co/Kf50DiCWpR","US House of Representatives","Living people"
"3593",3593,"Rolando Pablos Wikipedia article edited anonymously from US House of Representatives https://t.co/Kf50DiCWpR",1,"2017-01-09 16:47:44",818499507830792192,0,"Rolando Pablos","https://t.co/Kf50DiCWpR","US House of Representatives","People from Ciudad Juárez"
"3594",3594,"Rolando Pablos Wikipedia article edited anonymously from US House of Representatives https://t.co/Kf50DiCWpR",1,"2017-01-09 16:47:44",818499507830792192,0,"Rolando Pablos","https://t.co/Kf50DiCWpR","US House of Representatives","People from El Paso, Texas"
"3595",3595,"Rolando Pablos Wikipedia article edited anonymously from US House of Representatives https://t.co/Kf50DiCWpR",1,"2017-01-09 16:47:44",818499507830792192,0,"Rolando Pablos","https://t.co/Kf50DiCWpR","US House of Representatives","People from Travis County, Texas"
"3596",3596,"Rolando Pablos Wikipedia article edited anonymously from US House of Representatives https://t.co/Kf50DiCWpR",1,"2017-01-09 16:47:44",818499507830792192,0,"Rolando Pablos","https://t.co/Kf50DiCWpR","US House of Representatives","Secretaries of State of Texas"
"3597",3597,"Rolando Pablos Wikipedia article edited anonymously from US House of Representatives https://t.co/Kf50DiCWpR",1,"2017-01-09 16:47:44",818499507830792192,0,"Rolando Pablos","https://t.co/Kf50DiCWpR","US House of Representatives","Texas Republicans"
"3598",3598,"Rolando Pablos Wikipedia article edited anonymously from US House of Representatives https://t.co/Kf50DiCWpR",1,"2017-01-09 16:47:44",818499507830792192,0,"Rolando Pablos","https://t.co/Kf50DiCWpR","US House of Representatives","Texas politician stubs"
"3599",3599,"Aguapanela Wikipedia article edited anonymously from US House of Representatives https://t.co/AEDLuKiT1D",2,"2017-01-06 20:08:33",817462881465892864,3,"Aguapanela","https://t.co/AEDLuKiT1D","US House of Representatives","Colombian cuisine"
"3600",3600,"Aguapanela Wikipedia article edited anonymously from US House of Representatives https://t.co/AEDLuKiT1D",2,"2017-01-06 20:08:33",817462881465892864,3,"Aguapanela","https://t.co/AEDLuKiT1D","US House of Representatives","Latin American cuisine"
"3601",3601,"Aguapanela Wikipedia article edited anonymously from US House of Representatives https://t.co/AEDLuKiT1D",2,"2017-01-06 20:08:33",817462881465892864,3,"Aguapanela","https://t.co/AEDLuKiT1D","US House of Representatives","Non-alcoholic drinks"
"3602",3602,"Gang of Eight (intelligence) Wikipedia article edited anonymously from US Senate https://t.co/u9gdCfRR8x",10,"2017-01-06 18:58:23",817445224159055872,7,"Gang of Eight (intelligence)","https://t.co/u9gdCfRR8x","US Senate","Legislative branch of the United States government"
"3603",3603,"Gang of Eight (intelligence) Wikipedia article edited anonymously from US Senate https://t.co/u9gdCfRR8x",10,"2017-01-06 18:58:23",817445224159055872,7,"Gang of Eight (intelligence)","https://t.co/u9gdCfRR8x","US Senate","Russian interference in the 2016 United States elections"
"3604",3604,"Gang of Eight (intelligence) Wikipedia article edited anonymously from US Senate https://t.co/u9gdCfRR8x",10,"2017-01-06 18:58:23",817445224159055872,7,"Gang of Eight (intelligence)","https://t.co/u9gdCfRR8x","US Senate","United States government secrecy"
"3605",3605,"Freedom Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/5HBSxzqCuY",1,"2017-01-06 14:46:54",817381935798505472,8,"Freedom Caucus","https://t.co/5HBSxzqCuY","US House of Representatives","2015 in American politics"
"3606",3606,"Freedom Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/5HBSxzqCuY",1,"2017-01-06 14:46:54",817381935798505472,8,"Freedom Caucus","https://t.co/5HBSxzqCuY","US House of Representatives","Caucuses of the United States Congress"
"3607",3607,"Freedom Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/5HBSxzqCuY",1,"2017-01-06 14:46:54",817381935798505472,8,"Freedom Caucus","https://t.co/5HBSxzqCuY","US House of Representatives","Conservatism in the United States"
"3608",3608,"Freedom Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/5HBSxzqCuY",1,"2017-01-06 14:46:54",817381935798505472,8,"Freedom Caucus","https://t.co/5HBSxzqCuY","US House of Representatives","Far-right politics in the United States"
"3609",3609,"Freedom Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/5HBSxzqCuY",1,"2017-01-06 14:46:54",817381935798505472,8,"Freedom Caucus","https://t.co/5HBSxzqCuY","US House of Representatives","Ideological caucuses of the United States Congress"
"3610",3610,"Freedom Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/5HBSxzqCuY",1,"2017-01-06 14:46:54",817381935798505472,8,"Freedom Caucus","https://t.co/5HBSxzqCuY","US House of Representatives","Libertarianism in the United States"
"3611",3611,"Freedom Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/5HBSxzqCuY",1,"2017-01-06 14:46:54",817381935798505472,8,"Freedom Caucus","https://t.co/5HBSxzqCuY","US House of Representatives","Organizations established in 2015"
"3612",3612,"Freedom Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/5HBSxzqCuY",1,"2017-01-06 14:46:54",817381935798505472,8,"Freedom Caucus","https://t.co/5HBSxzqCuY","US House of Representatives","Political organizations in the United States"
"3613",3613,"Freedom Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/5HBSxzqCuY",1,"2017-01-06 14:46:54",817381935798505472,8,"Freedom Caucus","https://t.co/5HBSxzqCuY","US House of Representatives","Political party factions in the United States"
"3614",3614,"Freedom Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/5HBSxzqCuY",1,"2017-01-06 14:46:54",817381935798505472,8,"Freedom Caucus","https://t.co/5HBSxzqCuY","US House of Representatives","Republican Party (United States)"
"3615",3615,"Freedom Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/5HBSxzqCuY",1,"2017-01-06 14:46:54",817381935798505472,8,"Freedom Caucus","https://t.co/5HBSxzqCuY","US House of Representatives","Republican Party (United States) organizations"
"3616",3616,"Freedom Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/5HBSxzqCuY",1,"2017-01-06 14:46:54",817381935798505472,8,"Freedom Caucus","https://t.co/5HBSxzqCuY","US House of Representatives","Right-wing populism in the United States"
"3617",3617,"Freedom Caucus Wikipedia article edited anonymously from US House of Representatives https://t.co/5HBSxzqCuY",1,"2017-01-06 14:46:54",817381935798505472,8,"Freedom Caucus","https://t.co/5HBSxzqCuY","US House of Representatives","Tea Party movement"
"3618",3618,"Jack Bergman Wikipedia article edited anonymously from US House of Representatives https://t.co/GWdlMS0vD0",4,"2017-01-05 20:44:38",817109576600449024,0,"Jack Bergman","https://t.co/GWdlMS0vD0","US House of Representatives","1947 births"
"3619",3619,"Jack Bergman Wikipedia article edited anonymously from US House of Representatives https://t.co/GWdlMS0vD0",4,"2017-01-05 20:44:38",817109576600449024,0,"Jack Bergman","https://t.co/GWdlMS0vD0","US House of Representatives","21st-century American politicians"
"3620",3620,"Jack Bergman Wikipedia article edited anonymously from US House of Representatives https://t.co/GWdlMS0vD0",4,"2017-01-05 20:44:38",817109576600449024,0,"Jack Bergman","https://t.co/GWdlMS0vD0","US House of Representatives","Living people"
